"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_image_url","Input.check_image_url","Answer.equal.label","Approve","Reject"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3FIJLY1B6WDKZHQD5Q335LOVQ46FPG","A119XB4OETWU59","Approved","Tue Oct 29 23:11:40 PDT 2019","Tue Oct 29 23:13:07 PDT 2019","Wed Oct 30 23:13:07 PDT 2019","Wed Oct 30 00:33:49 PDT 2019","","","87","100% (136/136)","100% (105/105)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(3) Almost Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3FPRZHYEP0G2OP7G77B0A4OG921V37","A37PO5E72XPD9G","Approved","Tue Oct 29 23:11:47 PDT 2019","Tue Oct 29 23:11:58 PDT 2019","Wed Oct 30 23:11:58 PDT 2019","Wed Oct 30 00:33:49 PDT 2019","","","11","100% (28/28)","100% (28/28)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(5) Exactly Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3IAEQB9FMGTDL69IQ6M89FT67OTDWY","A382AUZS4T8US4","Approved","Tue Oct 29 23:12:21 PDT 2019","Tue Oct 29 23:12:30 PDT 2019","Wed Oct 30 23:12:30 PDT 2019","Wed Oct 30 00:33:49 PDT 2019","","","9","100% (61/61)","100% (61/61)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(2) Less Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3NLZY2D53RYRZL1ORELQ03JPSWELQI","A2N887KY7OGA4C","Approved","Tue Oct 29 23:14:29 PDT 2019","Tue Oct 29 23:15:16 PDT 2019","Wed Oct 30 23:15:16 PDT 2019","Wed Oct 30 00:33:49 PDT 2019","","","47","100% (31/31)","100% (31/31)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(4) Very Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3OLF68YTNBADCDKBG7L6FQZ0RI6FA0","AFRSASN33QBC3","Approved","Tue Oct 29 23:11:19 PDT 2019","Tue Oct 29 23:11:39 PDT 2019","Wed Oct 30 23:11:39 PDT 2019","Wed Oct 30 00:33:49 PDT 2019","","","20","100% (97/97)","100% (48/48)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(4) Very Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3OUYGIZWR97T2DBN28KI2E1RK3I0P0","AQ4DIFCOS0EUH","Approved","Tue Oct 29 23:16:45 PDT 2019","Tue Oct 29 23:16:55 PDT 2019","Wed Oct 30 23:16:55 PDT 2019","Wed Oct 30 00:33:49 PDT 2019","","","10","100% (100/100)","100% (97/97)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(4) Very Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3P59JYT76NTYQF78YCXGQCV363M2TO","A3Q1ICWADHO0YB","Approved","Tue Oct 29 23:12:05 PDT 2019","Tue Oct 29 23:12:13 PDT 2019","Wed Oct 30 23:12:13 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","8","100% (13/13)","100% (13/13)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(5) Exactly Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3Q5C1WP23OAPGSEMECF4IDFKYUM15F","A14UJPO621M1X0","Approved","Tue Oct 29 23:12:35 PDT 2019","Tue Oct 29 23:12:46 PDT 2019","Wed Oct 30 23:12:46 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","11","100% (126/126)","100% (117/117)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(1)Complelety Dissimilar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3SNLUL3WO6WJRE858N5VA4GEVHKULW","AME98XVLFFLCH","Approved","Tue Oct 29 23:15:38 PDT 2019","Tue Oct 29 23:17:22 PDT 2019","Wed Oct 30 23:17:22 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","104","100% (56/56)","100% (56/56)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(3) Almost Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3TXD01ZLD6QNT61K2V6EONE39WQ4UG","A1DXYZ9EW2R6DT","Approved","Tue Oct 29 23:15:27 PDT 2019","Tue Oct 29 23:15:44 PDT 2019","Wed Oct 30 23:15:44 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","17","100% (116/116)","100% (107/107)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(3) Almost Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3U4J9857OGK5GUAX42NQM96PBC87BJ","AZFHBOI9IHMK4","Approved","Tue Oct 29 23:11:30 PDT 2019","Tue Oct 29 23:13:08 PDT 2019","Wed Oct 30 23:13:08 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","98","100% (133/133)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(4) Very Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3UXUOQ9OKG60XK55YONURYMJTUNA7R","A1O4AAQX2KCD3N","Approved","Tue Oct 29 23:11:33 PDT 2019","Tue Oct 29 23:13:01 PDT 2019","Wed Oct 30 23:13:01 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","88","100% (118/118)","100% (112/112)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(2) Less Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3W92K5RLWWQ524UKLQZTP1M0NYT5V8","A1MHQSP1POQNXX","Approved","Tue Oct 29 23:11:58 PDT 2019","Tue Oct 29 23:12:04 PDT 2019","Wed Oct 30 23:12:04 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","6","100% (162/162)","100% (109/109)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(3) Almost Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3XIQGXAUMEHCTXDY9YF8B6XHUFVX7H","ATMD452KBHND8","Approved","Tue Oct 29 23:11:25 PDT 2019","Tue Oct 29 23:12:27 PDT 2019","Wed Oct 30 23:12:27 PDT 2019","Wed Oct 30 00:33:50 PDT 2019","","","62","100% (113/113)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(3) Almost Similar"
"3PKJ68EHDO565IGSF1HINQJ6CBMJH8","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","3Y54SXRO1NU7ARGAHW7MWVQVPU5UTY","A2ZSQLANLQ7OC6","Approved","Tue Oct 29 23:11:29 PDT 2019","Tue Oct 29 23:12:18 PDT 2019","Wed Oct 30 23:12:18 PDT 2019","Wed Oct 30 00:33:51 PDT 2019","","","49","100% (109/109)","100% (100/100)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/win_d13.png","(3) Almost Similar"
"3K2CEDRACCAMBZD8ISBZH1EBRZCTMW","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","320DUZ38G9VUR6JALX41QA2VIK0GJG","A1MWYS9YMR5MGQ","Approved","Tue Oct 29 23:13:07 PDT 2019","Tue Oct 29 23:13:18 PDT 2019","Wed Oct 30 23:13:18 PDT 2019","Wed Oct 30 00:33:51 PDT 2019","","","11","100% (35/35)","100% (35/35)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/paa_d13.png","(1)Complelety Dissimilar"
"3K2CEDRACCAMBZD8ISBZH1EBRZCTMW","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:11:06 PDT 2019","25","BatchId:3818187;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:11:06 PDT 2019","","","32EYX73OY2IUUC3ID72RWGPD198URL","ATMD452KBHND8","Approved","Tue Oct 29 23:11:25 PDT 2019","Tue Oct 29 23:12:14 PDT 2019","Wed Oct 30 23:12:14 PDT 2019","Wed Oct 30 00:33:51 PDT 2019","","","49","100% (113/113)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/original_d13.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d13/paa_d13.png","(2) Less Similar"
